bonica.rid,X,cycle,election,Cand.ID,Name,Party,State,seat,District,cfscore,male.winner,running.variable,female.margin,female.pctile,prev.elect,democrat,total.votes,professional,pct.female.chamber,gop.gov,house,state.pres.dem,num.cands,won.again,pct.dem.last,female.cand.last,total.dist.last,female.inc,total.raised.candidate,log.total.raised.candidate,individual.money,log.individual.money,pac.money,log.pac.money,party.money,log.party.money,male.money,log.male.money,female.money,log.female.money,share.district.total,district.total,log.district.total,cand.gender
cand106746,102679,2006,AL2006,AL3129,"FIGURES, VIVIAN DAVIS",100,AL,state:upper,AL-33,-0.076823465,0,-21.47579193,71.47579193,71.5,NA,0,26.623,0.067,0.111111111,1,0,0.3684,2,1,99.79982758,1,81700,1,242533,12.39889306,9450,9.153875835,231125,12.3507183,0,0,6450,8.771990437,3250,8.08671792,1,242533,12.39889306,F
cand106856,49993,1996,GA1996,GA16687,"MARTIN, JIM",100,GA,state:lower,GA-47,-0.982916368,1,19.93843079,30.06156921,30.1,NA,0,16.729,0.107,0.15936255,0,1,0.4584,2,1,NA,NA,NA,0,14843,9.605283653,2100,7.650168701,9551,9.164505836,0,0,1000,6.908754779,1100,7.003974137,1,14843,9.605283653,M
cand1071,63230,1998,OR1998,OR2636,"SCHRADER, KURT",100,OR,state:lower,OR-23,-0.911607543,1,9.529315948,40.47068405,40.5,NA,0,16.869,0.153,0.241935484,0,1,0.4715,2,1,53.49546814,0,38032,0,50032,10.82041808,1300,7.170888479,45587,10.7273998,655,6.486160789,1300,7.170888479,0,0,1,50032,10.82041808,M
cand107260,46524,1992,OR1992,OR205,"LIM, JOHN",200,OR,state:upper,OR-11,0.17219003,1,9.010910034,40.98908997,41,NA,1,45.739,0.153,0.206896552,0,0,0.4248,2,1,NA,NA,NA,0,40815,10.61680494,22538,10.02300242,18275,9.813344003,2,1.098612289,15469,9.646657944,3669,8.207946941,1,40815,10.61680494,M
cand107423,125100,2008,WI2008,WI322,"DARLING, ALBERTA",200,WI,state:upper,WI-8,1.125976935,0,-0.507339478,50.50733948,50.5,1,1,99.243,0.459,0.238095238,0,0,0.5622,2,1,43.00309753,1,280744,1,987820,13.80325577,972293,13.78741351,4835,8.483843212,3000,8.006700845,763292.16,13.54539746,269605.22,12.50471773,1,987820,13.80325577,F
cand1082,78099,2002,CA2002,CA12649,"CHU, JUDY",100,CA,state:lower,CA-49,-0.860368747,0,-17.11672211,67.11672211,67.1,NA,0,56.141,0.57,0.26,0,1,0.5345,2,1,100,1,517966,1,1063186,13.87678062,288365,12.57198579,747409,13.52436918,0,0,219917.5,12.3010123,58122.5,10.97032534,0.988776605,1075254,13.88806747,F
cand108222,54221,1996,SC1996,SC14328,"GLOVER, MAGGIE WALLACE",100,SC,state:upper,SC-30,0.09232534,0,-12.71160889,62.71160889,62.7,NA,0,20.025,0.135,0.136363636,1,0,0.4385,2,1,NA,NA,NA,1,10400,9.249561085,1700,7.438971592,8700,9.071193241,0,0,1500,7.313886832,200,5.303304908,1,10400,9.249561085,F
cand108274,54321,1996,SC1996,SC18333,"QUINN, RICK",200,SC,state:lower,SC-71,0.779786173,1,12.55982971,37.44017029,37.4,NA,1,11.282,0.135,0.148148148,1,1,0.4385,2,1,NA,NA,NA,0,24139,10.09158407,950,6.857514063,23189,10.05147643,0,0,950,6.857514063,0,0,1,24139,10.09158407,M
cand108290,99855,2004,SC2004,SC19350,"SMITH, DOUG",200,SC,state:lower,SC-32,0.925432376,1,16.03189339,33.96810661,34,NA,1,12.918,0.135,0.12962963,1,1,0.409,2,1,0,0,23431,0,14056,9.55080463,0,0,11350,9.337061125,0,0,NA,0,NA,0,1,14056,9.55080463,M
cand108313,54377,1996,SC1996,SC20519,"WEBB, BUD",200,SC,state:lower,SC-3,0.883571322,1,7.177513123,42.82248688,42.8,NA,1,7.008,0.135,0.148148148,1,1,0.4385,2,1,NA,NA,NA,0,17855,9.79003886,1500,7.313886832,6500,8.77971129,5000,8.517393171,1300,7.170888479,200,5.303304908,1,17855,9.79003886,M
cand108327,54259,1996,SC1996,SC2260,"KIRSH, HERBERT",100,SC,state:lower,SC-47,0.49486545,1,5.123561859,44.87643814,44.9,NA,0,9.388,0.135,0.148148148,1,1,0.4385,2,1,NA,NA,NA,0,29634,10.29667763,3050,8.023224685,23100,10.04763119,0,0,2650,7.882692206,300,5.707110265,0.667447465,44399,10.70097223,M
cand108351,54286,1996,SC1996,SC2758,"MARTIN, BECKY",200,SC,state:lower,SC-8,0.76147286,0,-6.999481201,56.9994812,57,NA,1,9.665,0.135,0.148148148,1,1,0.4385,2,1,NA,NA,NA,0,27560,10.22412073,1450,7.280008253,12720,9.45100945,208,5.342334252,1200,7.090909822,5751,8.657302899,0.488029466,56472,10.94150022,F
cand108351,63971,1998,SC1998,SC2758,"MARTIN, BECKY",200,SC,state:lower,SC-8,0.76147286,0,-13.18225861,63.18225861,63.2,NA,1,9.289,0.135,0.122302158,1,1,0.4385,2,1,43.0005188,1,60095,1,48486,10.78903038,6440,8.770439087,24675,10.11358639,10000,9.210440367,6280,8.745284482,260,5.564520407,0.589739224,82216,11.31710521,F
cand108352,87092,2002,SC2002,SC2759,"TAYLOR, JOHN ADAM",200,SC,state:lower,SC-16,0.800428365,1,3.134292603,46.8657074,46.9,NA,1,8.407,0.135,0.120689655,0,1,0.4091,2,1,46.58532333,1,94594,0,31737,10.36523847,6150,8.724369949,21649,9.982760733,0,0,3953.25,8.282546229,1450,7.280008253,1,31737,10.36523847,M
cand108356,99878,2004,SC2004,SC2764,"CAMPSEN, CHIP",200,SC,state:upper,SC-43,0.947072223,1,12.34462357,37.65537643,37.7,NA,1,36.202,0.135,0.111111111,1,0,0.409,2,1,63.5257225,0,187613,0,145621,11.88876264,93400,11.44465733,42549,10.65843513,775,6.65415252,70500,11.16338217,24150,10.09208107,1,145621,11.88876264,M
cand108363,54301,1996,SC1996,SC2772,"MILLER, VIDA O",100,SC,state:lower,SC-108,0.195556182,0,-3.265506744,53.26550674,53.3,NA,0,12.188,0.135,0.148148148,1,1,0.4385,2,1,NA,NA,NA,0,28835,10.26934521,2550,7.844240718,18795,9.84139936,550,6.311734809,2550,7.844240718,0,0,1,28835,10.26934521,F
cand108363,100018,2004,SC2004,SC2772,"MILLER, VIDA O",100,SC,state:lower,SC-108,0.195556182,0,-5.280570984,55.28057098,55.3,NA,0,15.718,0.135,0.12962963,1,1,0.409,2,1,60.31649017,1,29405,1,59805,10.99884455,18920,9.848027695,30824,10.33608133,5200,8.556606194,12075,9.398975291,5620,8.634264863,0.605816568,98718,11.50002258,F
cand108363,113192,2006,SC2006,SC2772,"MILLER, VIDA",100,SC,state:lower,SC-108,0.195556182,0,-5.939506531,55.93950653,55.9,NA,0,11.836,0.135,0.153846154,1,1,0.409,2,1,55.28057098,1,74970,1,68816,11.13919156,20845,9.944917362,38293,10.5530485,6000,8.699681401,14589,9.588091642,6284,8.745921121,0.500145357,137592,11.83204806,F
cand108365,54314,1996,SC1996,SC2774,"PARKS, ANNE",100,SC,state:lower,SC-12,0.221495532,0,-0.783420563,50.78342056,50.8,1,0,7.914,0.135,0.148148148,1,1,0.4385,2,1,NA,NA,NA,0,13405,9.503383051,1780,7.484930283,1833,7.514254653,0,0,1112,7.014814351,275,5.620400866,0.333076579,40246,10.6027659,F
cand108365,63991,1998,SC1998,SC2774,"PARKS, ANNE",100,SC,state:lower,SC-12,0.221495532,0,-3.010486603,53.0104866,53,NA,0,7.723,0.135,0.122302158,1,1,0.4385,2,1,50.78342056,1,28266,0,15362,9.639652207,1350,7.208600338,12200,9.409273195,1000,6.908754779,1250,7.13169851,100,4.615120517,1,15362,9.639652207,F
cand108365,99893,2004,SC2004,SC2774,"PARKS, ANNE",100,SC,state:lower,SC-12,0.221495532,0,-6.465320587,56.46532059,56.5,NA,0,10.943,0.135,0.12962963,1,1,0.409,2,1,54.96941757,1,36043,1,16785,9.728240909,2535,7.838343316,11550,9.354527292,2200,7.696667082,2225,7.707961532,60,4.110873864,0.532248858,31536,10.35888503,F
cand108365,113094,2006,SC2006,SC2774,"PARKS, ANNE",100,SC,state:lower,SC-12,0.221495532,0,-7.728145599,57.7281456,57.7,NA,0,7.298,0.135,0.153846154,1,1,0.409,2,1,56.46532059,1,25787,1,6100,8.71604405,450,6.11146734,5650,8.6395878,0,0,400,5.993961427,50,3.931825633,1,6100,8.71604405,F
cand108412,119312,2008,SC2008,SC511,"ALEXANDER, THOMAS C",200,SC,state:upper,SC-1,0.78834029,1,35.32861654,14.67138346,14.7,NA,1,32.226,0.135,0.144578313,1,0,0.449,2,1,0,0,31869,0,78849,11.27528991,19700,9.888424675,52599,10.8704714,5000,8.517393171,14250,9.564582359,4000,8.294299609,1,78849,11.27528991,M
cand108415,99748,2004,SC2004,SC514,"ELLIOTT, DICK",100,SC,state:upper,SC-28,0.619951978,1,3.079139709,46.92086029,46.9,NA,0,30.528,0.135,0.111111111,1,0,0.409,2,1,100,0,90995,0,543480,13.20574819,16350,9.702044337,97648,11.4891347,5000,8.517393171,413800,12.93314046,2000,7.601402335,0.997910462,544618,13.20783991,M
cand108430,99775,2004,SC2004,SC533,"RANKIN, LUKE A",200,SC,state:upper,SC-33,0.641030082,1,24.01872875,25.98127125,26,NA,1,30.649,0.135,0.111111111,1,0,0.409,2,1,54.33827591,0,360190,0,228953,12.34127202,77525,11.25836864,132512,11.79443603,7025,8.857372833,65600,11.09134622,10425,9.252057965,1,228953,12.34127202,M
cand108436,99836,2004,SC2004,SC539,"LOFTIS, DWIGHT A",200,SC,state:lower,SC-19,0.94609764,1,22.19012176,27.80987824,27.8,NA,1,10.73,0.135,0.12962963,1,1,0.409,2,1,0,0,5237,0,8732,9.074749718,0,0,5250,8.566173814,0,0,400.39,5.994933523,0,0,1,8732,9.074749718,M
cand108445,113103,2006,SC2006,SC549,"COBB-HUNTER, GILDA",100,SC,state:lower,SC-66,0.033528179,0,-23.30595398,73.30595398,73.3,NA,0,8.766,0.135,0.153846154,1,1,0.409,2,1,100,1,40997,1,85163,11.35232235,18050,9.800956364,58698,10.98017797,3000,8.006700845,12210,9.410092464,5700,8.648396877,1,85163,11.35232235,F
cand108446,63873,1998,SC1998,SC550,"CLYBURN, WILLIAM",100,SC,state:lower,SC-82,0.049816756,1,9.862117767,40.13788223,40.1,NA,0,8.558,0.135,0.122302158,1,1,0.4385,2,1,63.66797638,0,26231,0,10339,9.243678432,3286,8.097730574,6967,8.849083519,0,0,2764.3,7.924904407,278.57,5.633252708,1,10339,9.243678432,M
cand108457,99982,2004,SC2004,SC6843,"FUNDERBURK, LAURIE SLADE",100,SC,state:lower,SC-52,0.052350362,0,-3.272766113,53.27276611,53.3,NA,0,13.979,0.135,0.12962963,1,1,0.409,2,1,100,0,19506,0,21963,9.997114498,6190,8.730851904,8369,9.032409163,0,0,4490,8.409830673,7129.33,8.872112796,1,21963,9.997114498,F
cand108469,99875,2004,SC2004,SC6857,"CEIPS, CATHERINE",200,SC,state:lower,SC-124,0.902159588,0,-18.20663322,68.20663322,68.2,NA,1,14.654,0.135,0.12962963,1,1,0.409,2,1,0,1,137200,1,-8028,0,625,6.439350371,9250,9.132486933,-692,0,625,6.439350371,-21339.43,0,1,-8028,NA,F
cand108509,113263,2006,SC2006,SC7768,"KNIGHT, PATSY",100,SC,state:lower,SC-97,0.289441975,0,-1.078083038,51.07808304,51.1,0,0,9.554,0.135,0.153846154,1,1,0.409,2,1,48.18258667,0,125701,0,42318,10.65296781,5700,8.648396877,23898,10.0815919,1000,6.908754779,4320,8.371242136,1410,7.252053952,0.600229777,70503,11.16341054,F
cand108509,120502,2008,SC2008,SC7768,"KNIGHT, PATSY G",100,SC,state:lower,SC-97,0.289441975,0,-4.244419098,54.2444191,54.2,NA,0,16.398,0.135,0.148351648,1,1,0.449,2,1,51.07808304,1,137771,1,6718,8.81254577,300,5.707110265,7400,8.909370405,0,0,300,5.707110265,-1000,0,1,6718,8.81254577,F
cand108524,113278,2006,SC2006,SC8158,"STAVRINAKIS, LEON",100,SC,state:lower,SC-119,0.137991001,1,3.649177551,46.35082245,46.4,NA,0,11.208,0.135,0.153846154,1,1,0.409,2,1,46.18839645,0,152998,0,137686,11.83273101,63922,11.06543451,61244,11.02263749,5300,8.575650761,55382.69,10.92204043,8747,9.076580382,0.957316183,143825,11.87635256,M
cand108529,125268,2008,SC2008,SC9088,"DILLARD, CHANDRA",100,SC,state:lower,SC-23,-0.181988492,0,-26.19411469,76.19411469,76.2,NA,0,10.468,0.135,0.148351648,1,1,0.449,2,1,100,0,8179,0,32598,10.39200622,15214,9.630037062,15784,9.666815401,1500,7.313886832,9689,9.178849705,4850,8.486940148,1,32598,10.39200622,F
cand108546,124252,2008,SC2008,SC9700,"LONG, DEBORAH",200,SC,state:lower,SC-45,0.826142185,0,-6.753986359,56.75398636,56.8,NA,1,19.507,0.135,0.148351648,1,1,0.449,2,1,48.92101288,0,168867,0,56391,10.94006485,16020,9.681655641,24771,10.11746926,5000,8.517393171,14319.84,9.569471098,3000,8.006700845,0.714642368,78908,11.2760379,F
cand108547,124217,2008,SC2008,SC9701,"HUTTO, ANNE PETERSON",100,SC,state:lower,SC-115,-0.150225242,0,-0.588760376,50.58876038,50.6,0,0,17.919,0.135,0.148351648,1,1,0.449,2,0,48.01462936,0,90235,0,75769,11.23544452,52820,10.87466412,20949,9.949893925,1300,7.170888479,40300,10.60413156,12180,9.40763264,0.335892719,225575,12.32640798,F
cand109153,113495,2006,SD2006,SD2684,"ALBERS, KENNETH D",200,SD,state:upper,SD-16,1.199120657,1,11.7857132,38.2142868,38.2,NA,1,9.52,0.065,0.194444444,1,0,0.3844,2,0,0,0,9844,0,24626,10.11155807,350,5.860786223,6700,8.810012048,15802,9.667955074,350,5.860786223,0,0,0.588434886,41850,10.64184708,M
cand109182,113547,2006,SD2006,SD4004,"HUNHOFF, JEAN",200,SD,state:upper,SD-18,0.938954447,0,-4.608398438,54.60839844,54.6,NA,1,8.81,0.065,0.194444444,1,0,0.3844,2,1,61.11331558,0,15738,0,16222,9.694123625,5627,8.635509418,10000,9.210440367,170,5.141663557,4482,8.408047744,675,6.516193076,0.769252656,21088,9.956459437,F
cand109182,126691,2008,SD2008,SD4004,"HUNHOFF, JEAN M",200,SD,state:upper,SD-18,0.938954447,0,-16.93680573,66.93680573,66.9,NA,1,9.748,0.065,0.180555556,1,0,0.4475,2,1,45.39160156,1,33351,1,18231,9.810878721,525,6.265301213,5050,8.527341522,0,0,525,6.265301213,0,0,1,18231,9.810878721,F
cand109208,126777,2008,SD2008,SD6909,"ADELSTEIN, STAN",200,SD,state:upper,SD-32,0.971371926,1,1.00439048,48.99560952,49,0,1,10.981,0.065,0.180555556,1,0,0.4475,3,1,52.51866531,1,152709,0,794,6.677083461,0,0,300,5.707110265,0,0,NA,0,NA,0,1,794,6.677083461,M
cand109228,113396,2006,SD2006,SD6929,"HANSEN, TOM",200,SD,state:upper,SD-22,1.153651427,1,3.807945251,46.19205475,46.2,NA,1,9.664,0.065,0.194444444,1,0,0.3844,2,1,44.74200058,0,30140,0,46556,10.74841117,10525,9.261603666,8225,9.015055149,19341,9.870034176,9150,9.121618442,1175,7.069874128,0.753077433,61821,11.03199839,M
cand109232,113515,2006,SD2006,SD6934,"GANT, JASON M",200,SD,state:upper,SD-11,1.343424504,1,8.10932455,41.89067545,41.9,NA,1,10.482,0.065,0.194444444,1,0,0.3844,2,1,36.59815216,0,35458,0,17211,9.753303993,4100,8.318986125,9775,9.187685681,513,6.242223265,4100,8.318986125,0,0,1,17211,9.753303993,M
cand109235,127212,2008,SD2008,SD6937,"HAVERLY, JEFFREY K",200,SD,state:upper,SD-35,1.114098236,1,7.528957367,42.47104263,42.5,NA,1,8.288,0.065,0.180555556,1,0,0.4475,2,1,47.29846954,1,53425,0,18011,9.798737961,3001,8.007034012,8680,9.068892008,700,6.552507887,2726,7.910957383,100,4.615120517,1,18011,9.798737961,M
cand109238,100149,2004,SD2004,SD6940,"NESSELHUF, BEN (B J)",100,SD,state:upper,SD-17,-0.807258447,1,2.405010223,47.59498978,47.6,1,0,9.501,0.065,0.112903226,1,0,0.3844,2,1,51.58882904,1,21317,0,13334,9.498072443,2675,7.892078421,5550,8.621733371,2000,7.601402335,2575,7.853993087,300,5.707110265,0.940073322,14184,9.559869848,M
cand109248,87458,2002,SD2002,SD6950,"MCCRACKEN, ROYAL (MAC)",200,SD,state:upper,SD-34,0.979631921,1,22.02175003,27.97824997,28,NA,1,10.115,0.065,0.133333333,1,0,0.3756,2,1,23.25400734,0,28179,0,7550,8.929302842,250,5.525452939,6925,8.843037725,0,0,250,5.525452939,0,0,1,7550,8.929302842,M
cand109262,100081,2004,SD2004,SD6965,"DEMPSTER, THOMAS A",200,SD,state:upper,SD-9,1.019859063,1,6.727272034,43.27272797,43.3,NA,1,9.35,0.065,0.112903226,1,0,0.3844,2,1,46.68052673,0,36399,0,45148,10.71770126,11580,9.357121103,14700,9.595670798,7220,8.884748726,9105,9.116688816,2475,7.814399634,0.933948408,48341,10.78603534,M
cand109271,113454,2006,SD2006,SD7819,"TURBAK, NANCY J",100,SD,state:upper,SD-5,-0.067614199,0,-1.870674133,51.87067413,51.9,0,0,9.248,0.065,0.194444444,1,0,0.3844,2,1,0,0,26254,0,61317,11.02381241,22893,10.03863015,26344,10.17903378,0,0,18492.51,9.825175139,3875,8.262558973,0.469656931,130557,11.77956519,F
cand109290,127065,2008,SD2008,SD9531,"MERCHANT, PAM",100,SD,state:upper,SD-7,-0.66397629,0,-1.159900665,51.15990067,51.2,0,0,9.656,0.065,0.180555556,1,0,0.4475,2,0,42.83246994,0,26863,0,19815,9.894194506,3100,8.039479919,10179,9.22818029,1000,6.908754779,2500,7.824445931,1700,7.438971592,0.422233587,46929,10.7563911,F
cand109292,125847,2008,SD2008,SD9540,"NELSON, THOMAS R",200,SD,state:upper,SD-31,1.110894323,1,4.211776733,45.78822327,45.8,NA,1,11.361,0.065,0.180555556,1,0,0.4475,2,1,0,1,12102,0,24616,10.11115192,6700,8.810012048,12550,9.437555623,300,5.707110265,6350,8.75636756,600,6.398594935,0.808301044,30454,10.32397263,M
cand109916,64078,1998,TN1998,TN12318,"CALDWELL, GENE",100,TN,state:lower,TN-33,0.175083809,1,10.33758545,39.66241455,39.7,NA,0,12.382,0.117,0.162962963,1,1,0.48,2,1,57.5249176,0,76503,0,70414,11.16214739,13201,9.488123612,20700,9.937937287,200,5.303304908,18101,9.803777708,3800,8.243019469,0.59607717,118129,11.67953253,M
cand109920,54431,1996,TN1996,TN12653,"CHUMNEY, CAROL J",100,TN,state:lower,TN-89,0.077013115,0,-18.87651837,68.87651837,68.9,NA,0,14.189,0.117,0.136054422,1,1,0.48,2,1,NA,NA,NA,0,44011,10.69219488,4425,8.395251521,23625,10.07010308,6000,8.699681401,4475,8.406485069,250,5.525452939,0.873130183,50406,10.82786549,F
cand109920,64083,1998,TN1998,TN12653,"CHUMNEY, CAROL J",100,TN,state:lower,TN-89,0.077013115,0,-18.73099387,68.73099387,68.7,NA,0,7.234,0.117,0.162962963,1,1,0.48,2,1,67.14356232,1,47325,1,21617,9.981235321,2950,7.989899375,11350,9.337061125,0,0,2100,7.650168701,850,6.746412129,1,21617,9.981235321,F
cand109936,54456,1996,TN1996,TN13581,"ECKLES, MARY ANN",100,TN,state:lower,TN-49,0.190755112,0,-8.511405945,58.51140594,58.5,NA,0,22.182,0.117,0.136054422,1,1,0.48,2,1,NA,NA,NA,0,81286,11.30572908,17285,9.757652204,35674,10.48220544,7519,8.925321417,13480,9.509036566,4130,8.326274787,0.583113343,139400,11.84510278,F
cand109948,54469,1996,TN1996,TN14347,"GOINS, MARK K",200,TN,state:lower,TN-34,1.036072411,1,0.496677399,49.5033226,49.5,0,1,15.201,0.117,0.136054422,1,1,0.48,2,1,NA,NA,NA,0,26434,10.18240634,8750,9.076923259,3700,8.216358332,0,0,7550,8.929435284,2800,7.937731775,1,26434,10.18240634,M
cand110048,54468,1996,TN1996,TN14445,"GRAVES, JOANN",100,TN,state:upper,TN-18,0.07872666,0,-0.345034826,50.34503483,50.3,0,0,54.26,0.117,0.176470588,1,0,0.48,2,1,NA,NA,NA,0,462809,13.04506972,148648,11.9093431,138420,11.83805504,83411,11.33154746,121423,11.70704383,68117,11.12899677,0.712713402,649362,13.38374562,F
cand110096,54486,1996,TN1996,TN20391,"WALKER, RAYMOND B",200,TN,state:lower,TN-25,0.91620746,1,10.29367828,39.70632172,39.7,NA,1,20.09,0.117,0.136054422,1,1,0.48,2,1,NA,NA,NA,0,20435,9.925004396,6650,8.802522498,2850,7.955425089,0,0,5300,8.575650761,1350,7.208600338,1,20435,9.925004396,M
cand1101,90390,2004,CA2004,CA4418,"BASS, KAREN",100,CA,state:lower,CA-47,-0.978879937,0,-34.65137845,84.65137845,84.7,NA,0,146.71,0.57,0.314606742,1,1,0.543,2,1,81.84025574,0,4843970,0,632784,13.35788441,85531,11.35664585,505508,13.13332112,0,0,37820,10.54061978,46990.93,10.75773116,0.972033365,650990,13.38624956,F
cand110102,64223,1998,TN1998,TN20755,"WILLIAMS, LARRY MIKE",100,TN,state:lower,TN-63,0.147215774,1,3.945018768,46.05498123,46.1,NA,0,11.204,0.117,0.162962963,1,1,0.48,2,1,51.63616943,1,69659,0,118269,11.68071697,13334,9.498147437,39775,10.59101899,25723,10.15517969,12372,9.423271958,712,6.56948142,0.605380753,195363,12.18261465,M
cand110116,64181,1998,TN1998,TN2813,"PLEASANT, WC (BUBBA)",200,TN,state:lower,TN-99,0.576002785,1,16.48639211,33.51360789,33.5,NA,1,11.962,0.117,0.162962963,1,1,0.48,2,1,0,0,8960,0,21314,9.967119413,650,6.478509642,7650,8.942591637,0,0,650,6.478509642,0,0,1,21314,9.967119413,M
cand110118,87556,2002,TN2002,TN3154,"BURKS, CHARLOTTE",100,TN,state:upper,TN-15,0.140892982,0,-8.788212527,58.78821253,58.8,NA,0,53.247,0.117,0.142857143,1,0,0.4728,2,1,95.18296051,1,101679,1,70553,11.16411948,16950,9.738082108,38000,10.54536775,0,0,12450,9.42955622,4375,8.383890344,1,70553,11.16411948,F
cand110135,64164,1998,TN1998,TN3894,"MILLER, JEFF",200,TN,state:upper,TN-9,0.81631748,1,13.67464066,36.32535934,36.3,NA,1,31.35,0.117,0.172413793,1,0,0.48,2,1,NA,NA,NA,0,57501,10.95955762,13201,9.488123612,33150,10.40882816,8650,9.0654302,11425.5,9.343690498,2650,7.882692206,0.921933622,62370,11.04083967,M
cand110137,54512,1996,TN1996,TN3897,"NAIFEH, JIMMY",100,TN,state:lower,TN-81,0.290914126,1,6.667964935,43.33203506,43.3,NA,0,17.989,0.117,0.136054422,1,1,0.48,2,1,NA,NA,NA,0,80662,11.29802286,18250,9.811975152,56602,10.94381727,0,0,15525,9.650271317,2025,7.613818685,0.91412058,88240,11.38781565,M
cand110139,113757,2006,TN2006,TN3899,"BEAVERS, MAE",200,TN,state:upper,TN-17,1.015760327,0,-7.587738037,57.58773804,57.6,NA,1,59.952,0.117,0.195652174,0,0,0.4251,2,1,47.20377731,1,397901,1,227211,12.33363438,70211,11.15927452,90050,11.40813146,25500,10.14647295,67135,11.11447569,18676,9.835048099,0.382965275,593294,13.29344534,F
cand110139,54408,1996,TN1996,TN3899,"BEAVERS, MAE",200,TN,state:lower,TN-57,1.015760327,0,-11.33054352,61.33054352,61.3,NA,1,21.976,0.117,0.136054422,1,1,0.48,2,1,NA,NA,NA,0,17538,9.772125234,1290,7.163172391,7300,8.895766604,0,0,1090,6.994849986,200,5.303304908,1,17538,9.772125234,F
cand110146,64097,1998,TN1998,TN3906,"DAVIDSON, EUGENE E",100,TN,state:lower,TN-66,0.13517291,1,7.24899292,42.75100708,42.8,NA,0,9.691,0.117,0.162962963,1,1,0.48,2,1,100,0,4925,0,90288,11.41075984,8575,9.056722883,31600,10.36094404,26975,10.20270286,8675,9.068315872,900,6.803505258,0.702499144,128524,11.76387094,M
cand110149,122230,2008,TN2008,TN3909,"DUNN, BILL",200,TN,state:lower,TN-16,0.882607408,1,20.37477246,29.62522754,29.6,NA,1,31.966,0.117,0.165517241,0,1,0.4179,2,1,0,0,46753,0,16535,9.713234625,2500,7.824445931,13860,9.53683442,0,0,2500,7.824445931,0,0,1,16535,9.713234625,M
cand110163,54495,1996,TN1996,TN3924,"JONES, SHERRY",100,TN,state:lower,TN-59,0.009065593,0,-18.27181114,68.27181114,68.3,NA,0,15.658,0.117,0.136054422,1,1,0.48,2,1,NA,NA,NA,0,31755,10.36580547,5430,8.599878558,22335,10.01395501,0,0,3995,8.29304914,1385,7.23417718,1,31755,10.36580547,F
cand110169,100394,2004,TN2004,TN3931,"PINION, PHILLIP",100,TN,state:lower,TN-77,0.111327209,1,19.27579366,30.72420634,30.7,NA,0,24.261,0.117,0.171052632,0,1,0.4251,2,1,58.03808212,0,56416,0,70964,11.16992799,16425,9.706620724,38270,10.55244771,14319,9.569412441,15100,9.622516246,1575,7.36264527,0.998157395,71095,11.17177229,M
cand110177,100380,2004,TN2004,TN4010,"BRILEY, ROB",100,TN,state:lower,TN-52,0.06299773,1,11.20098877,38.79901123,38.8,NA,0,18.235,0.117,0.171052632,0,1,0.4251,2,1,60.84258652,1,65482,0,34950,10.46167375,5100,8.537191878,29850,10.30397362,0,0,4800,8.476579509,300,5.707110265,1,34950,10.46167375,M
cand110177,87547,2002,TN2002,TN4010,"BRILEY, ROB",100,TN,state:lower,TN-52,0.06299773,1,10.84258652,39.15741348,39.2,NA,0,12.248,0.117,0.129032258,1,1,0.4728,2,1,100,0,13621,0,81880,11.31301004,23100,10.04763119,47050,10.7589874,950,6.857514063,19200,9.86271764,4300,8.366602833,0.799984368,102352,11.53617313,M
cand110178,87705,2002,TN2002,TN4011,"ROWLAND, DONNA",200,TN,state:lower,TN-34,1.125279759,0,-11.93841934,61.93841934,61.9,NA,1,18.252,0.117,0.129032258,1,1,0.4728,2,1,0,0,16989,0,15230,9.631022446,8510,9.049114723,4500,8.412054873,0,0,5680,8.644882553,2980,8.000014094,1,15230,9.631022446,F
cand110179,87625,2002,TN2002,TN4012,"HARWELL, BETH HALTEMAN",200,TN,state:lower,TN-56,0.840171574,0,-42.21487199,92.21487199,92.2,NA,1,26.047,0.117,0.129032258,1,1,0.4728,3,1,NA,NA,NA,1,37831,10.54088415,7850,8.968396191,17700,9.781376414,0,0,7650,8.942591637,200,5.303304908,1,37831,10.54088415,F
cand110180,64156,1998,TN1998,TN4013,"MCCORD, JOE",200,TN,state:lower,TN-8,0.857175344,1,10.72065735,39.27934265,39.3,NA,1,11.212,0.117,0.162962963,1,1,0.48,2,1,31.08796501,0,10677,0,14830,9.604407435,0,0,1550,7.346655163,0,0,4489,8.409607981,0,0,1,14830,9.604407435,M
cand110197,100304,2004,TN2004,TN6975,"YOKLEY, EDDIE",100,TN,state:lower,TN-11,-0.073872838,1,0.433259285,49.56674072,49.6,0,0,21.417,0.117,0.171052632,0,1,0.4251,2,1,61.45388412,0,73334,0,132035,11.79082232,26616,10.18930539,56594,10.94367592,20114,9.909221084,38712,10.56393074,2704.2,7.902931126,0.549918992,240099,12.38880662,M
cand110197,113640,2006,TN2006,TN6975,"YOKLEY, EDDIE",100,TN,state:lower,TN-11,-0.073872838,1,4.68586731,45.31413269,45.3,NA,0,17.222,0.117,0.153374233,0,1,0.4251,2,1,49.73152161,1,215372,0,132810,11.79667481,36407,10.50254381,53740,10.89193149,1957,7.579678823,46286.29,10.74262269,11976,9.390743423,0.626267294,212066,12.26465283,M
