"","PUBID","year","weight","selfemp","wage","age","numChildren","educ","school","experience","tenure","tenure2","fullTime","multipleLocations","unionized","firmSize","marstat","region","urban","industry","occupation","autonomy","competitiveness","hazardous","regularity","teamwork"
"5817",1266,2013,307817,0,265,30,2,"2.High school",FALSE,345,0.942307692,0.887943787,TRUE,1,0,"1. Less than 30","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5818",1268,1997,381872,NA,575,17,0,NA,TRUE,88,1.692307692,2.863905325,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4020,3.535606303,2.984060319,1.7554,1.28184,3.76646
"5819",1268,1998,381872,NA,265,18,0,"1.Less than HS",TRUE,164,0.596153846,0.355399408,FALSE,1,0,"1. Less than 30","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5820",1268,1999,381872,NA,265,19,0,"2.High school",FALSE,205,0.153846154,0.023668639,TRUE,NA,NA,NA,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5821",1268,2000,381872,0,650,20,0,"2.High school",FALSE,257,0.096153846,0.009245562,FALSE,NA,NA,NA,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4040,4.139598413,2.701270127,1.197880212,1.5937,4.3814
"5822",1268,2001,381872,0,265,21,0,"2.High school",FALSE,305,0.192307692,0.036982249,TRUE,NA,NA,NA,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5823",1268,2002,381872,0,265,22,0,"2.High school",FALSE,349,1.038461538,1.078402367,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5824",1268,2003,381872,0,265,23,0,"2.High school",FALSE,409,2.192307692,4.806213018,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5825",1268,2004,381872,0,265,24,0,"2.High school",FALSE,466,3.288461538,10.81397929,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5826",1268,2005,381872,0,600,25,0,"2.High school",FALSE,514,4.211538462,17.73705621,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5827",1268,2006,381872,0,600,26,0,"2.High school",FALSE,557,0.596153846,0.355399408,FALSE,1,0,"2. 30-299","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4040,4.139598413,2.701270127,1.197880212,1.5937,4.3814
"5828",1268,2007,381872,0,1071,27,0,"2.High school",FALSE,592,0.057692308,0.003328402,TRUE,NA,NA,NA,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4060,3.352571931,2.04099795,1.201989901,1.2773,4.113444328
"5829",1268,2008,381872,0,600,28,0,"2.High school",FALSE,638,0.884615385,0.782544379,FALSE,1,0,"2. 30-299","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5830",1268,2009,381872,0,655,29,0,"2.High school",FALSE,687,1.826923077,3.337647929,FALSE,1,0,"2. 30-299","No romantic union",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5831",1268,2010,381872,0,600,30,0,"2.High school",FALSE,757,1.230769231,1.514792899,FALSE,1,0,"1. Less than 30","No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4040,4.139598413,2.701270127,1.197880212,1.5937,4.3814
"5832",1268,2011,381872,0,800,31,0,"2.High school",FALSE,763,1.346153846,1.812130178,TRUE,1,0,"1. Less than 30","Married",NA,NA,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4040,4.139598413,2.701270127,1.197880212,1.5937,4.3814
"5848",1271,1997,339701,NA,625,15,0,NA,TRUE,67,0.365384615,0.133505917,TRUE,NA,NA,NA,NA,2,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"5849",1271,1998,339701,NA,550,16,0,"1.Less than HS",TRUE,131,0.557692308,0.31102071,FALSE,0,0,"1. Less than 30",NA,2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4150,3.140506337,2.437256274,1.0192,1.1285,4.416641664
"5850",1271,1999,339701,NA,265,17,0,"1.Less than HS",FALSE,176,1.423076923,2.025147929,TRUE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4150,3.140506337,2.437256274,1.0192,1.1285,4.416641664
"5851",1271,2000,339701,0,300,18,0,"1.Less than HS",TRUE,224,2.346153846,5.50443787,TRUE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4150,3.140506337,2.437256274,1.0192,1.1285,4.416641664
"5852",1271,2001,339701,0,900,19,0,"1.Less than HS",FALSE,268,0.730769231,0.534023669,TRUE,1,1,"3. 300+","No romantic union",2,1,"Manufacturing - Durable Goods",8740,4.014601257,2.810781078,2.104310431,1.148,4.214821482
"5853",1271,2002,339701,0,265,20,0,"1.Less than HS",FALSE,324,1,1,TRUE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5854",1271,2003,339701,0,265,21,0,"2.High school",FALSE,377,2.019230769,4.077292899,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5855",1271,2004,339701,0,265,22,0,"2.High school",FALSE,424,2.923076923,8.544378698,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5856",1271,2005,339701,0,265,23,0,"2.High school",FALSE,470,3.807692308,14.49852071,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5857",1271,2006,339701,NA,900,24,0,"2.High school",FALSE,509,0.211538462,0.044748521,TRUE,NA,NA,NA,"No romantic union",2,1,"Health Care",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
"5858",1271,2007,339701,0,300,25,0,"2.High school",FALSE,557,1.480769231,2.192677515,FALSE,1,0,"1. Less than 30","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5859",1271,2008,339701,NA,1200,26,0,"2.High school",FALSE,609,1.519230769,2.30806213,TRUE,0,0,"2. 30-299","No romantic union",2,1,"Health Care",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
"5860",1271,2009,339701,0,2051,27,0,"2.High school",FALSE,653,2.365384615,5.595044379,TRUE,1,0,"1. Less than 30","No romantic union",2,1,"Health Care",620,4.122555344,3.05106,1.296125923,1.2593,4.31699366
"5861",1271,2010,339701,0,2600,28,0,"2.High school",FALSE,708,1,1,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",430,4.217974043,3.503542958,1.5584,1.234,4.429340838
"5862",1271,2011,339701,0,300,29,0,"2.High school",FALSE,NA,NA,NA,TRUE,1,0,"1. Less than 30","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5894",1282,1997,328969,NA,550,15,0,NA,TRUE,2,0.038461538,0.00147929,FALSE,NA,NA,NA,NA,2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5895",1282,1998,328969,NA,740,17,0,"1.Less than HS",TRUE,93,1.653846154,2.735207101,TRUE,1,0,"2. 30-299","No romantic union",2,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"5896",1282,1999,328969,NA,725,18,0,"2.High school",TRUE,109,0.153846154,0.023668639,FALSE,NA,NA,NA,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"5897",1282,2000,328969,0,1200,19,0,"2.High school",TRUE,136,0.25,0.0625,TRUE,1,0,"3. 300+","No romantic union",2,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",5700,3.76449847,2.47401185,1.198479962,1.010675,4.1679
"5898",1282,2001,328969,0,800,20,0,"2.High school",FALSE,168,0.307692308,0.094674556,TRUE,1,0,"1. Less than 30","Cohabiting",NA,NA,"Arts, Entertainment, Recreation, Accommodations, and Food Services",5300,4.02090425,2.8274,1.3291,1.1187,4.245575442
"5899",1282,2002,328969,0,800,21,0,"2.High school",TRUE,180,0.538461538,0.289940828,FALSE,NA,NA,NA,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",5300,4.02090425,2.8274,1.3291,1.1187,4.245575442
"5900",1282,2003,328969,0,950,22,0,"2.High school",TRUE,233,1.557692308,2.426405325,FALSE,1,0,"1. Less than 30","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",5300,4.02090425,2.8274,1.3291,1.1187,4.245575442
"5901",1282,2004,328969,0,2100,23,0,"2.High school",FALSE,291,0.211538462,0.044748521,TRUE,NA,NA,NA,"Married",NA,NA,"Professional, Scientific, Management, Administrative, and Waste Management Services",5260,2.9368,2.7455,1.1644,1.0014,4.323932393
"5902",1282,2005,328969,0,2100,24,0,"2.High school",FALSE,338,1.115384615,1.24408284,TRUE,1,0,"1. Less than 30","Married",NA,NA,"Professional, Scientific, Management, Administrative, and Waste Management Services",5260,2.9368,2.7455,1.1644,1.0014,4.323932393
"5903",1282,2006,328969,0,2625,25,0,"2.High school",FALSE,388,0.134615385,0.018121302,TRUE,NA,NA,NA,"Married",NA,NA,"Professional, Scientific, Management, Administrative, and Waste Management Services",5260,2.9368,2.7455,1.1644,1.0014,4.323932393
"5904",1282,2007,328969,0,2934,26,0,"2.High school",FALSE,440,1.134615385,1.287352071,TRUE,1,0,"3. 300+","Married",NA,NA,"Professional, Scientific, Management, Administrative, and Waste Management Services",300,4.313466667,3.438356164,2.46315,1.31375,4.45885
"5905",1282,2008,328969,0,3026,27,0,"2.High school",FALSE,487,0.576923077,0.332840237,TRUE,1,0,"3. 300+","Married",3,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",5000,4.134734777,2.9412,1.157084292,1.0324,4.5255
"5906",1282,2009,328969,0,3028,28,0,"2.High school",FALSE,541,1.615384615,2.609467456,TRUE,1,0,"3. 300+","Married",3,NA,"Professional, Scientific, Management, Administrative, and Waste Management Services",5000,4.134734777,2.9412,1.157084292,1.0324,4.5255
"5907",1282,2010,328969,0,3047,29,0,"2.High school",FALSE,604,2.826923077,7.991494083,TRUE,1,0,"3. 300+","Married",3,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",5000,4.134734777,2.9412,1.157084292,1.0324,4.5255
"5908",1282,2011,328969,0,3174,30,0,"2.High school",FALSE,638,3.480769231,12.11575444,TRUE,1,0,"1. Less than 30","No romantic union",1,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",5000,4.134734777,2.9412,1.157084292,1.0324,4.5255
"5909",1282,2013,328969,0,3500,33,0,"2.High school",FALSE,764,5.903846154,34.85539941,TRUE,1,0,"2. 30-299","No romantic union",3,1,"Other",5260,2.9368,2.7455,1.1644,1.0014,4.323932393
"5948",1295,1997,354291,NA,1066,17,0,NA,TRUE,168,3.230769231,10.43786982,FALSE,0,0,"1. Less than 30","No romantic union",2,1,"Educational and Social Services",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"5949",1295,1998,354291,NA,600,19,0,"2.High school",TRUE,245,0.038461538,0.00147929,FALSE,NA,NA,NA,"No romantic union",2,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"5950",1295,1999,354291,NA,550,20,0,"2.High school",TRUE,285,0.442307692,0.195636095,FALSE,1,0,"1. Less than 30","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4030,3.124182278,2.0225,1.3526,1.5854,3.8688
"5951",1295,2000,354291,0,660,20,0,"2.High school",TRUE,296,0.269230769,0.072485207,FALSE,1,0,"1. Less than 30","No romantic union",2,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"5952",1295,2001,354291,NA,700,21,0,"2.High school",TRUE,320,0.019230769,0.000369822,FALSE,NA,NA,NA,"No romantic union",2,1,"Retail Trade",5620,3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"5953",1295,2002,354291,0,570,22,0,"2.High school",FALSE,366,1.211538462,1.467825444,FALSE,0,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",2720,3.955255243,4.425480849,1.312156261,1.863666667,4.487133333
"5954",1295,2003,354291,0,265,23,0,"4.College",FALSE,403,0.711538462,0.506286982,FALSE,1,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5955",1295,2004,354291,0,1820,24,0,"4.College",FALSE,459,0.096153846,0.009245562,TRUE,NA,NA,NA,"No romantic union",3,1,"Public Administration and Armed Forces",430,4.217974043,3.503542958,1.5584,1.234,4.429340838
"5956",1295,2005,354291,0,1923,25,0,"4.College",FALSE,511,1.096153846,1.201553254,TRUE,1,0,"3. 300+","No romantic union",3,1,"Public Administration and Armed Forces",430,4.217974043,3.503542958,1.5584,1.234,4.429340838
"5957",1296,2001,272493,0,750,18,0,"2.High school",TRUE,25,0.480769231,0.231139053,FALSE,1,0,"3. 300+","No romantic union",2,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"5958",1296,2002,272493,0,760,19,0,"2.High school",TRUE,48,0.923076923,0.852071006,FALSE,1,NA,"2. 30-299","No romantic union",2,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"5959",1296,2005,272493,0,938,22,0,"2.High school",TRUE,61,0.25,0.0625,FALSE,NA,0,NA,"No romantic union",2,1,"Educational and Social Services",2550,4.120853746,2.85915,1.35165,1.3043,4.472463188
"5960",1296,2006,272493,0,4250,23,0,"4.College",FALSE,101,0.346153846,0.119822485,TRUE,1,1,"2. 30-299","No romantic union",2,NA,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"5961",1296,2007,272493,0,1154,24,0,"4.College",TRUE,150,1.288461538,1.660133136,TRUE,1,1,"2. 30-299","No romantic union",2,NA,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"5962",1296,2008,272493,0,1154,25,0,"4.College",TRUE,206,2.365384615,5.595044379,TRUE,1,1,"2. 30-299","No romantic union",2,NA,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"5963",1296,2009,272493,0,1346,26,0,"4.College",FALSE,247,0.269230769,0.072485207,TRUE,1,1,"2. 30-299","No romantic union",2,1,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"5964",1296,2010,272493,0,1571,27,0,"4.College",FALSE,298,1.25,1.5625,TRUE,1,1,"2. 30-299","No romantic union",2,1,"Educational and Social Services",2320,4.13008503,3.0101,1.5915,1.04135,4.291314566
"5965",1296,2011,272493,0,1713,28,0,"4.College",FALSE,347,2.192307692,4.806213018,TRUE,1,1,"2. 30-299","No romantic union",2,1,"Educational and Social Services",2310,4.201187777,2.608920297,1.2763,1.0123,4.355778526
"5966",1296,2013,272493,0,1571,30,0,"4.College",FALSE,459,4.346153846,18.88905325,TRUE,1,1,NA,"No romantic union",2,1,"Educational and Social Services",2310,4.201187777,2.608920297,1.2763,1.0123,4.355778526
"5975",1306,1998,286085,NA,675,17,0,"1.Less than HS",TRUE,79,1.519230769,2.30806213,FALSE,1,0,"1. Less than 30","No romantic union",2,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"5976",1306,1999,286085,NA,685,18,0,"2.High school",TRUE,101,1.942307692,3.772559172,FALSE,1,0,"1. Less than 30","No romantic union",2,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"5977",1306,2000,286085,0,815,19,0,"2.High school",TRUE,113,2.134615385,4.55658284,TRUE,NA,NA,NA,"No romantic union",2,1,"Retail Trade",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"5978",1306,2003,286085,0,265,22,0,"2.High school",TRUE,130,0.115384615,0.013313609,FALSE,NA,NA,NA,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5979",1306,2004,286085,0,286,23,0,"4.College",FALSE,159,0.673076923,0.453032544,FALSE,1,0,"2. 30-299","No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4110,3.61957127,2.606160616,1.2344,1.3274,4.477847785
"5980",1306,2005,286085,0,2537,24,0,"4.College",FALSE,180,0.403846154,0.163091716,TRUE,1,0,"2. 30-299","No romantic union",2,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4850,4.405750834,4.026899103,1.638366667,1.3734,4.310577019
"5981",1306,2006,286085,0,1163,25,0,"4.College",FALSE,234,1.442307692,2.080251479,TRUE,1,0,"3. 300+","Cohabiting",2,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4850,4.405750834,4.026899103,1.638366667,1.3734,4.310577019
"5982",1306,2007,286085,0,1154,26,0,"4.College",FALSE,284,2.403846154,5.778476331,TRUE,1,0,"2. 30-299","No romantic union",2,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4850,4.405750834,4.026899103,1.638366667,1.3734,4.310577019
"5983",1306,2008,286085,0,1615,27,0,"4.College",FALSE,346,3.596153846,12.93232249,TRUE,1,0,"2. 30-299","Cohabiting",2,1,"Manufacturing - Durable Goods",4850,4.405750834,4.026899103,1.638366667,1.3734,4.310577019
"5984",1306,2009,286085,0,1654,28,0,"4.College",FALSE,386,4.365384615,19.05658284,TRUE,1,0,"2. 30-299","Married",2,1,"Manufacturing - Durable Goods",4850,4.405750834,4.026899103,1.638366667,1.3734,4.310577019
"5985",1306,2010,286085,0,1654,29,0,"4.College",FALSE,441,5.423076923,29.40976331,TRUE,1,0,"2. 30-299","Married",2,1,"Manufacturing - Durable Goods",4850,4.405750834,4.026899103,1.638366667,1.3734,4.310577019
"5986",1306,2011,286085,0,1833,30,1,"4.College",FALSE,488,6.326923077,40.02995562,TRUE,1,0,"3. 300+","Married",2,1,"Manufacturing - Durable Goods",4850,4.405750834,4.026899103,1.638366667,1.3734,4.310577019
"5987",1306,2013,286085,0,1683,32,2,"4.College",FALSE,602,8.519230769,72.5772929,TRUE,1,0,"2. 30-299","Married",2,1,"Other",50,4.255908654,4.16525,1.24195,1.22675,4.31295
"5988",1307,2000,323987,0,600,16,0,"1.Less than HS",TRUE,8,0.153846154,0.023668639,FALSE,NA,NA,NA,NA,2,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"5989",1307,2001,323987,0,650,17,0,"1.Less than HS",TRUE,59,1.134615385,1.287352071,FALSE,1,0,"3. 300+","No romantic union",2,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"5990",1307,2002,323987,0,650,18,0,"2.High school",TRUE,88,1.692307692,2.863905325,FALSE,1,0,"3. 300+","No romantic union",2,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"5991",1307,2003,323987,0,455,19,0,"2.High school",TRUE,95,0.134615385,0.018121302,TRUE,NA,NA,NA,"No romantic union",2,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4760,4.0115,3.585,1.2574,1.1962,4.292729273
"5992",1307,2005,323987,0,650,21,0,"2.High school",TRUE,117,0.038461538,0.00147929,FALSE,NA,NA,NA,"No romantic union",2,1,"Retail Trade",5620,3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"5993",1307,2006,323987,0,650,22,0,"2.High school",TRUE,125,0.192307692,0.036982249,FALSE,NA,NA,NA,"No romantic union",2,1,"Retail Trade",5620,3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"5994",1307,2008,323987,0,1000,24,0,"4.College",FALSE,168,0.826923077,0.683801775,FALSE,NA,0,NA,"No romantic union",2,1,"Retail Trade",5360,3.733396742,2.4142,1,1.072,4.407
"5995",1307,2009,323987,0,1695,25,0,"4.College",FALSE,211,0.442307692,0.195636095,TRUE,1,0,"2. 30-299","No romantic union",2,1,"Public Administration and Armed Forces",1560,3.906318948,3.17655,1.386780661,1.29385,4.116255813
"5996",1307,2010,323987,0,1000,26,0,"4.College",FALSE,265,1.384615385,1.917159763,FALSE,NA,NA,NA,"No romantic union",2,1,"Retail Trade",5930,NA,NA,NA,NA,NA
"5997",1307,2011,323987,0,1200,27,0,"4.College",FALSE,311,0.538461538,0.289940828,FALSE,1,0,"1. Less than 30","No romantic union",2,1,"Finance, Insurance, Real Estate, and Rental and Leasing",2910,3.76,4.64,1.44,2.04,3.16
"5998",1307,2013,323987,0,1500,29,0,"4.College",FALSE,424,2.673076923,7.145340237,TRUE,1,0,"1. Less than 30","No romantic union",2,1,"Finance, Insurance, Real Estate, and Rental and Leasing",50,4.255908654,4.16525,1.24195,1.22675,4.31295
"5999",1308,2002,304491,0,615,19,0,"2.High school",TRUE,10,0.192307692,0.036982249,FALSE,NA,NA,NA,"No romantic union",2,1,"Retail Trade",4720,3.4102896,2.56035,1.097459746,1.2124,4.162158108
"6000",1308,2004,304491,0,1000,21,0,"2.High school",TRUE,70,1.038461538,1.078402367,FALSE,1,0,"1. Less than 30","No romantic union",2,1,"Educational and Social Services",3300,3.935328176,2.68572,3.916963321,1.05116,4.144637107
"6001",1308,2005,304491,0,850,22,0,"4.College",FALSE,117,0.269230769,0.072485207,FALSE,1,1,"2. 30-299","No romantic union",2,1,"Retail Trade",3410,3.931172173,2.828816667,2.213060653,1.121466667,4.63505
"6002",1308,2006,304491,0,950,23,0,"4.College",FALSE,165,1.192307692,1.421597633,FALSE,1,1,"2. 30-299","No romantic union",2,1,"Retail Trade",3410,3.931172173,2.828816667,2.213060653,1.121466667,4.63505
"6003",1308,2007,304491,0,1000,24,0,"4.College",FALSE,223,2.307692308,5.325443787,FALSE,1,1,"2. 30-299","No romantic union",2,1,"Retail Trade",3410,3.931172173,2.828816667,2.213060653,1.121466667,4.63505
"6004",1308,2008,304491,0,1307,25,0,"4.College",FALSE,272,3.25,10.5625,FALSE,1,1,"2. 30-299","No romantic union",2,1,"Retail Trade",3410,3.931172173,2.828816667,2.213060653,1.121466667,4.63505
"6005",1308,2009,304491,0,1352,25,0,"4.College",FALSE,317,4.115384615,16.93639053,FALSE,1,1,"2. 30-299","No romantic union",2,1,"Retail Trade",3410,3.931172173,2.828816667,2.213060653,1.121466667,4.63505
"6006",1308,2010,304491,0,1352,26,0,"4.College",FALSE,370,5.134615385,26.36427515,FALSE,1,1,"2. 30-299","No romantic union",2,1,"Retail Trade",3410,3.931172173,2.828816667,2.213060653,1.121466667,4.63505
"6007",1308,2011,304491,0,1352,27,0,"4.College",FALSE,420,6.096153846,37.16309172,FALSE,1,1,"2. 30-299","No romantic union",2,1,"Retail Trade",3410,3.931172173,2.828816667,2.213060653,1.121466667,4.63505
"6008",1308,2013,304491,0,1600,30,0,"4.College",FALSE,533,1,1,TRUE,0,0,"2. 30-299","No romantic union",2,1,"Manufacturing - Durable Goods",5120,4.173710508,2.1113,1,1.0987,3.821782178
"6009",1309,1999,315166,NA,1100,17,0,"1.Less than HS",FALSE,93,0.192307692,0.036982249,TRUE,NA,NA,NA,"No romantic union",2,1,"Other Services",4940,3.393666667,3.658034197,1.0978,1.0686,3.746674667
"6010",1309,2000,315166,0,600,18,0,"2.High school",TRUE,108,0.288461538,0.083210059,FALSE,0,0,"1. Less than 30","No romantic union",2,1,"Other Services",430,4.217974043,3.503542958,1.5584,1.234,4.429340838
"6011",1309,2008,315166,0,890,26,0,"2.High school",FALSE,174,0.615384615,0.378698225,FALSE,1,0,"2. 30-299","No romantic union",2,1,"Retail Trade",5240,3.998839963,2.86860657,1.1512,1.1628,4.3439
"6012",1309,2011,315166,0,1450,30,1,"2.High school",FALSE,216,0.576923077,0.332840237,TRUE,1,0,"1. Less than 30","No romantic union",2,1,"Manufacturing - Nondurable Goods",20,4.706133333,3.442855714,1.644835516,1.1512,4.7947
"6013",1309,2013,315166,0,1538,32,1,"2.High school",FALSE,329,2.75,7.5625,TRUE,0,0,"1. Less than 30","No romantic union",2,1,"Manufacturing - Nondurable Goods",20,4.706133333,3.442855714,1.644835516,1.1512,4.7947
"6014",1311,1999,327319,NA,850,19,0,"2.High school",FALSE,30,0.365384615,0.133505917,TRUE,1,1,"2. 30-299","No romantic union",2,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"6015",1311,2000,327319,0,1360,20,0,"2.High school",FALSE,82,0.730769231,0.534023669,TRUE,0,0,"2. 30-299","No romantic union",2,0,"Public Administration and Armed Forces",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"6016",1311,2001,327319,0,1403,21,0,"2.High school",FALSE,128,1.615384615,2.609467456,TRUE,0,0,"2. 30-299","No romantic union",2,0,"Public Administration and Armed Forces",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"6017",1311,2002,327319,0,1542,22,0,"2.High school",FALSE,182,2.653846154,7.042899408,TRUE,0,0,"2. 30-299","No romantic union",2,0,"Public Administration and Armed Forces",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"6018",1311,2003,327319,0,1647,23,0,"2.High school",FALSE,233,3.634615385,13.21042899,TRUE,0,0,"2. 30-299","No romantic union",2,0,"Public Administration and Armed Forces",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"6019",1311,2004,327319,0,1760,24,0,"2.High school",FALSE,282,4.576923077,20.94822485,TRUE,0,0,"2. 30-299","No romantic union",2,1,"Public Administration and Armed Forces",5400,4.013030244,3.231223122,1.0179982,1.1739,4.4473
"6020",1311,2005,327319,0,1842,25,0,"2.High school",FALSE,339,5.673076923,32.18380178,TRUE,1,0,"2. 30-299","No romantic union",2,1,"Public Administration and Armed Forces",5310,3.255813892,2.635,1.0136,1.2795,4.2507
"6021",1311,2006,327319,0,2020,26,0,"2.High school",FALSE,386,6.576923077,43.25591716,TRUE,0,0,"2. 30-299","No romantic union",2,1,"Public Administration and Armed Forces",5310,3.255813892,2.635,1.0136,1.2795,4.2507
"6022",1311,2007,327319,0,2050,27,0,"2.High school",FALSE,435,7.519230769,56.53883136,TRUE,0,0,"2. 30-299","Cohabiting",2,1,"Public Administration and Armed Forces",5310,3.255813892,2.635,1.0136,1.2795,4.2507
"6023",1311,2008,327319,0,2082,28,0,"2.High school",FALSE,491,8.596153846,73.89386095,TRUE,0,1,"2. 30-299","Married",2,1,"Public Administration and Armed Forces",5310,3.255813892,2.635,1.0136,1.2795,4.2507
