year,gender,education,feeling_blacks,feeling_jews,feeling_whites,feeling_police,race,voted,ownhome,pid
1974,0,2,85,NA,97,97,1,1,1,1
1974,0,2,85,NA,97,85,1,0,1,1
1974,1,2,97,NA,97,70,1,1,1,3
1974,0,2,60,NA,60,60,1,1,1,3
1974,1,3,50,NA,50,60,1,1,1,3
1974,0,1,50,NA,50,50,1,0,1,1
1974,1,2,85,NA,97,97,1,0,1,1
1974,0,2,60,NA,85,60,1,1,1,3
1974,0,3,85,NA,85,97,1,1,0,1
1974,0,2,60,NA,60,60,1,0,1,2
1974,1,4,60,NA,40,15,1,0,0,1
1974,0,1,70,NA,97,97,1,0,1,1
1974,0,3,50,NA,50,60,1,0,0,2
1974,0,3,50,NA,85,85,1,1,1,3
1974,0,2,40,NA,97,85,1,1,1,1
1974,0,2,60,NA,97,60,1,0,1,1
1974,0,1,97,NA,97,97,1,0,1,1
1974,0,1,70,NA,80,90,1,0,1,1
1974,1,4,85,NA,70,70,2,0,1,1
1974,1,3,70,NA,70,85,1,1,1,2
1974,0,2,50,NA,50,15,1,0,0,1
1974,0,2,50,NA,50,85,1,0,1,1
1974,0,1,95,NA,75,90,2,1,1,1
1974,1,1,50,NA,75,75,2,0,0,1
1974,1,4,60,NA,60,60,1,1,1,3
1974,0,3,50,NA,50,40,1,1,1,3
1974,1,2,85,NA,97,97,1,1,1,1
1974,0,2,0,NA,97,85,1,0,1,1
1974,1,2,85,NA,85,97,1,0,0,3
1974,1,2,97,NA,97,97,1,1,1,1
1974,0,4,85,NA,85,70,1,1,0,1
1974,0,2,50,NA,97,70,1,1,1,2
1974,0,2,60,NA,70,85,1,1,1,1
1974,1,1,70,NA,85,85,1,1,1,3
1974,0,4,85,NA,50,60,2,1,1,1
1974,0,1,NA,NA,NA,NA,2,0,1,1
1974,0,1,75,NA,75,85,2,1,1,1
1974,0,1,85,NA,97,85,1,0,1,2
1974,0,4,50,NA,50,70,1,1,1,3
1974,1,3,40,NA,70,60,1,1,1,2
1974,1,3,40,NA,70,60,1,0,1,1
1974,0,2,60,NA,60,40,1,0,0,1
1974,1,4,85,NA,70,60,2,1,0,NA
1974,1,3,90,NA,30,80,2,1,1,1
1974,1,2,60,NA,85,60,1,1,1,1
1974,1,3,70,NA,85,60,1,1,1,3
1974,0,2,40,NA,97,85,1,1,1,1
1974,1,2,85,NA,85,70,1,1,1,1
1974,0,2,40,NA,50,70,1,1,1,3
1974,1,1,50,NA,85,97,1,1,1,3
1974,1,1,50,NA,85,85,1,1,1,1
1974,1,3,76,NA,97,70,9,1,1,1
1974,1,1,15,NA,97,70,1,1,1,1
1974,0,4,60,NA,85,85,3,1,1,2
1974,0,2,60,NA,60,70,1,1,1,1
1974,0,2,60,NA,85,85,1,1,0,3
1974,0,1,70,NA,85,97,1,0,1,2
1974,0,1,NA,NA,NA,NA,1,0,1,3
1974,1,1,85,NA,85,85,9,1,1,3
1974,1,1,97,NA,97,85,1,1,1,1
1974,0,2,97,NA,60,97,2,0,1,1
1974,1,4,70,NA,85,97,1,1,1,1
1974,0,3,70,NA,85,85,1,1,1,1
1974,1,1,97,NA,97,85,2,1,1,1
1974,1,4,70,NA,97,85,1,0,0,3
1974,1,3,50,NA,70,70,1,0,1,3
1974,0,2,50,NA,70,50,1,0,1,2
1974,0,1,97,NA,97,30,5,0,1,NA
1974,0,2,70,NA,97,60,1,1,1,2
1974,1,3,60,NA,60,85,1,1,1,3
1974,1,2,40,NA,70,70,5,0,1,1
1974,0,1,50,NA,90,90,1,0,1,1
1974,1,1,60,NA,70,60,1,0,1,2
1974,1,4,50,NA,50,70,1,1,1,1
1974,1,3,85,NA,85,70,1,1,1,3
1974,1,2,50,NA,97,97,1,1,1,1
1974,0,2,97,NA,97,70,1,1,1,1
1974,0,4,60,NA,50,85,1,1,0,3
1974,0,2,85,NA,97,85,1,1,1,1
1974,1,4,50,NA,50,60,1,0,1,3
1974,0,2,30,NA,60,70,1,0,0,3
1974,1,3,50,NA,50,97,1,1,1,1
1974,0,2,85,NA,97,97,1,1,1,1
1974,0,3,60,NA,85,85,1,1,1,2
1974,0,4,70,NA,97,97,1,1,1,3
1974,0,1,NA,NA,NA,NA,1,0,1,3
1974,1,3,60,NA,85,85,1,1,1,3
1974,1,4,50,NA,50,60,1,1,1,1
1974,0,4,85,NA,97,40,1,0,0,1
1974,1,3,70,NA,85,0,2,1,1,1
1974,0,2,50,NA,90,85,1,0,1,3
1974,0,4,50,NA,97,85,1,1,1,3
1974,0,1,NA,NA,NA,NA,1,0,0,2
1974,0,2,70,NA,85,70,1,1,1,1
1974,1,2,70,NA,85,85,1,1,1,3
1974,0,2,70,NA,85,70,1,1,0,1
1974,1,2,50,NA,80,80,1,1,1,1
1974,0,1,85,NA,97,70,1,1,1,1
1974,0,2,NA,NA,NA,NA,1,0,0,1
1974,1,3,70,NA,85,85,1,1,1,1
1974,0,1,50,NA,70,70,1,0,1,2
1974,0,0,97,NA,90,70,2,0,1,1
1974,0,3,60,NA,85,97,9,0,1,1
1974,1,1,97,NA,97,85,1,0,1,2
1974,1,1,85,NA,60,70,2,1,1,2
1974,0,1,97,NA,97,85,2,0,0,2
1974,1,4,40,NA,97,70,1,0,0,1
1974,0,1,85,NA,85,50,2,0,0,3
1974,0,2,97,NA,97,85,1,1,1,3
1974,0,3,40,NA,85,70,1,1,1,3
1974,0,2,60,NA,70,70,1,1,1,1
1974,1,2,70,NA,85,97,1,1,0,3
1974,1,1,50,NA,97,97,1,1,1,3
1974,0,2,85,NA,97,85,1,1,1,3
1974,0,2,85,NA,85,60,1,1,1,1
1974,0,1,60,NA,85,70,1,0,1,1
1974,0,2,60,NA,85,85,1,1,1,3
1974,1,2,80,NA,97,60,1,1,1,2
1974,1,1,85,NA,85,85,1,1,1,3
1974,0,2,70,NA,85,60,1,0,1,1
1974,1,1,85,NA,70,70,2,1,0,1
1974,1,3,50,NA,97,70,1,1,1,1
1974,0,2,97,NA,97,85,1,1,0,1
1974,1,3,50,NA,55,60,1,1,0,1
1974,0,2,60,NA,70,60,1,1,1,3
1974,1,1,70,NA,80,97,1,1,1,1
1974,0,2,70,NA,80,85,1,1,1,1
1974,1,3,60,NA,97,85,1,1,1,3
1974,0,2,85,NA,97,85,1,1,1,3
1974,0,1,85,NA,85,60,2,0,1,1
1974,0,3,40,NA,60,40,1,1,1,3
1974,1,4,50,NA,97,85,1,1,0,3
1974,0,3,97,NA,97,97,1,1,1,3
1974,0,2,85,NA,97,70,1,0,1,1
1974,0,3,85,NA,85,97,1,1,1,3
1974,0,4,70,NA,97,85,1,1,1,1
1974,0,1,50,NA,70,60,1,0,1,1
1974,1,2,50,NA,70,60,1,1,1,3
1974,0,2,70,NA,97,85,1,1,1,3
1974,0,0,50,NA,70,40,1,0,1,2
1974,1,2,70,NA,85,70,1,1,1,2
1974,0,3,50,NA,50,60,1,0,1,2
1974,1,2,70,NA,97,97,1,1,0,1
1974,1,1,70,NA,80,75,1,1,0,1
1974,1,3,85,NA,85,85,1,1,1,3
1974,1,1,NA,NA,90,97,1,0,1,3
1974,0,2,80,NA,90,70,1,1,1,1
1974,0,3,50,NA,50,70,1,1,1,1
1974,1,2,50,NA,50,50,1,0,1,2
1974,0,4,70,NA,97,30,1,1,1,3
1974,1,4,70,NA,97,85,1,1,1,3
1974,1,0,40,NA,NA,85,1,1,1,3
1974,1,2,70,NA,85,85,1,1,1,1
1974,0,2,60,NA,85,50,1,1,1,3
1974,1,2,85,NA,85,97,1,0,1,3
1974,0,2,60,NA,85,85,1,1,1,3
1974,0,1,85,NA,85,70,2,0,0,1
1974,0,2,60,NA,60,60,1,1,1,3
1974,1,2,95,NA,95,95,2,0,1,1
1974,0,2,95,NA,95,90,2,0,0,1
1974,0,2,60,NA,85,60,1,0,1,1
1974,1,4,60,NA,85,70,1,1,1,1
1974,1,1,97,NA,70,70,2,0,0,1
1974,0,0,50,NA,NA,97,1,0,0,2
1974,0,3,NA,NA,97,97,1,1,1,3
1974,1,2,50,NA,85,60,1,1,1,1
1974,0,1,70,NA,97,97,1,1,0,1
1974,0,1,97,NA,97,97,1,1,1,3
1974,0,2,70,NA,70,70,1,0,1,1
1974,0,1,60,NA,85,70,1,1,1,1
1974,0,1,NA,NA,90,90,1,1,1,1
1974,1,2,50,NA,85,85,1,0,1,3
1974,1,1,85,NA,97,97,1,1,1,1
1974,1,2,15,NA,85,85,1,0,1,2
1974,1,4,60,NA,85,85,1,1,1,3
1974,0,3,70,NA,97,60,1,1,1,3
1974,0,4,50,NA,97,97,1,1,1,1
1974,0,3,50,NA,85,85,1,1,1,1
1974,1,2,50,NA,97,70,1,0,1,1
1974,0,1,97,NA,70,80,2,1,1,1
1974,1,2,50,NA,50,50,1,1,1,3
1974,1,1,50,NA,97,50,1,1,1,3
1974,1,2,60,NA,70,97,1,1,1,3
1974,0,2,0,NA,97,70,1,1,1,2
1974,0,1,85,NA,97,97,1,1,1,1
1974,0,2,70,NA,70,85,1,1,0,3
1974,0,2,85,NA,85,85,1,1,1,3
1974,0,2,97,NA,85,60,2,1,1,1
1974,1,2,85,NA,70,70,2,0,0,1
1974,0,2,NA,NA,70,70,1,1,1,1
1974,1,2,50,NA,60,85,1,1,1,3
1974,1,1,70,NA,70,50,1,1,1,1
1974,0,4,97,NA,70,60,2,0,1,1
1974,1,3,97,NA,97,97,1,1,1,3
1974,1,2,70,NA,60,70,2,0,1,1
1974,0,3,85,NA,85,85,2,0,0,1
1974,0,2,95,NA,90,50,2,0,0,1
1974,1,1,50,NA,50,60,1,0,1,1
1974,0,2,50,NA,50,60,1,1,1,1
1974,0,3,60,NA,85,97,1,1,1,3
1974,1,2,70,NA,70,85,1,1,1,3
1974,0,3,0,NA,97,97,1,1,1,3
1974,0,2,70,NA,70,70,1,1,1,1
1974,1,2,60,NA,97,70,1,1,1,3
1974,1,3,70,NA,85,85,1,1,1,1
1974,0,1,60,NA,60,70,1,0,0,3
1974,1,2,70,NA,97,85,1,1,1,1
1974,1,4,40,NA,NA,60,1,1,0,3
1974,0,2,70,NA,97,97,1,0,0,1
1974,1,3,70,NA,85,70,1,0,0,1
1974,1,1,0,NA,97,0,1,0,0,2
1974,0,3,70,NA,70,70,1,1,1,3
1974,0,2,60,NA,60,97,1,1,0,1
1974,0,2,70,NA,85,70,1,0,0,1
1974,0,2,70,NA,70,70,1,0,0,2
1974,1,2,60,NA,70,70,1,1,1,1
1974,0,2,60,NA,60,70,1,0,0,1
1974,0,2,60,NA,60,0,2,0,0,NA
1974,1,4,50,NA,50,50,1,0,0,1
1974,0,2,97,NA,97,50,2,0,0,1
1974,0,1,97,NA,97,70,1,1,1,1
1974,1,1,70,NA,85,85,1,0,1,3
1974,0,2,50,NA,50,50,1,0,0,2
1974,0,3,85,NA,85,30,1,0,0,2
1974,1,2,85,NA,50,15,1,1,0,1
1974,1,2,60,NA,40,40,1,1,0,1
1974,1,4,50,NA,85,85,1,1,0,3
1974,0,2,70,NA,70,70,1,1,1,1
1974,0,2,50,NA,50,50,1,0,0,2
1974,1,3,50,NA,50,40,1,1,1,1
1974,0,2,97,NA,97,50,1,0,1,2
1974,1,0,NA,NA,NA,NA,1,0,NA,3
1974,0,1,50,NA,50,60,5,1,1,1
1974,0,3,NA,NA,NA,60,1,1,0,NA
1974,1,4,50,NA,50,50,1,0,0,2
1974,0,1,0,NA,0,60,2,0,1,1
1974,0,2,50,NA,60,40,1,0,0,2
1974,0,2,NA,NA,NA,NA,1,0,1,2
1974,1,1,50,NA,60,0,1,0,0,2
1974,0,2,60,NA,60,60,1,1,0,1
1974,0,3,70,NA,85,85,1,0,0,1
1974,0,2,60,NA,85,85,1,1,1,3
1974,0,2,85,NA,85,97,1,1,1,1
1974,0,2,50,NA,50,50,1,0,1,2
1974,1,1,30,NA,70,70,1,0,0,3
1974,0,1,50,NA,97,97,1,0,0,2
1974,0,4,60,NA,85,85,1,1,1,1
1974,1,4,40,NA,97,85,1,1,0,1
1974,0,2,40,NA,70,70,1,0,0,2
1974,0,1,85,NA,97,85,1,1,1,1
1974,0,3,80,NA,80,80,2,0,0,2
1974,0,2,NA,NA,NA,NA,1,0,1,3
1974,0,2,30,NA,97,85,1,1,0,1
1974,0,3,50,NA,50,60,1,1,0,3
1974,1,1,0,NA,97,97,1,0,0,1
1974,0,4,60,NA,97,85,1,1,1,3
1974,0,1,97,NA,97,60,1,1,0,1
1974,0,2,60,NA,60,0,2,0,0,1
1974,1,2,70,NA,97,85,1,0,0,1
1974,0,2,70,NA,70,85,1,0,0,1
1974,1,3,60,NA,50,60,2,1,1,1
1974,0,2,70,NA,60,70,2,1,0,1
1974,0,2,50,NA,50,85,5,0,0,1
1974,1,2,85,NA,85,85,1,0,0,1
1974,0,2,70,NA,70,70,1,1,0,1
1974,1,2,40,NA,97,97,1,0,0,2
1974,0,1,50,NA,NA,70,6,0,0,1
1974,0,2,40,NA,85,85,1,0,0,1
1974,0,2,40,NA,60,70,1,0,1,1
1974,0,2,70,NA,70,97,1,0,1,3
1974,0,3,50,NA,50,60,3,0,0,3
1974,0,3,70,NA,70,85,1,0,1,2
1974,0,2,85,NA,85,85,1,1,1,1
1974,1,1,60,NA,97,40,1,1,0,2
1974,1,3,50,NA,70,60,1,1,1,2
1974,0,2,85,NA,97,97,1,1,1,1
1974,0,1,NA,NA,50,97,1,0,0,3
1974,0,2,85,NA,85,85,1,1,1,2
1974,0,2,70,NA,70,70,1,0,0,1
1974,0,1,60,NA,70,NA,1,0,0,1
1974,0,2,97,NA,97,70,1,0,1,1
1974,1,2,50,NA,50,97,1,0,0,1
1974,0,2,70,NA,70,60,1,0,1,2
1974,0,4,50,NA,50,70,1,0,1,1
1974,0,2,50,NA,50,50,1,0,1,1
1974,1,2,50,NA,50,85,1,0,1,1
1974,1,3,85,NA,85,70,1,0,0,2
1974,0,2,70,NA,97,97,1,1,1,1
1974,0,2,85,NA,85,70,1,1,1,2
1974,0,4,40,NA,60,70,1,0,1,1
1974,1,1,97,NA,97,40,5,0,1,1
1974,1,2,70,NA,97,60,1,1,1,1
1974,1,2,50,NA,97,85,1,0,1,1
1974,0,1,70,NA,97,70,1,1,0,1
1974,0,0,NA,NA,NA,NA,1,0,NA,1
1974,0,2,60,NA,60,50,1,0,1,1
1974,1,2,60,NA,50,50,1,0,0,1
1974,0,2,97,NA,97,97,2,0,1,1
1974,0,4,85,NA,97,60,1,0,0,1
1974,0,3,85,NA,85,70,1,1,0,1
1974,0,2,30,NA,85,70,1,1,1,1
1974,0,2,50,NA,97,80,1,1,1,2
1974,1,2,30,NA,85,60,1,0,0,2
1974,1,2,50,NA,60,85,1,1,1,1
1974,0,3,70,NA,85,60,1,0,1,1
1974,0,2,30,NA,85,97,1,0,1,3
1974,0,3,60,NA,97,70,1,0,0,1
1974,0,2,50,NA,50,70,1,0,0,2
1974,0,3,50,NA,50,85,1,1,0,1
1974,1,1,50,NA,50,97,1,0,0,3
1974,0,1,85,NA,97,97,1,1,0,3
1974,0,2,70,NA,70,50,2,0,0,1
1974,0,3,60,NA,60,85,1,1,1,1
1974,0,2,85,NA,85,85,1,1,0,1
1974,0,1,50,NA,85,60,5,0,0,1
1974,1,2,60,NA,60,0,2,0,0,1
1974,0,2,40,NA,97,97,1,1,0,3
1974,0,2,85,NA,97,97,1,1,1,1
1974,0,2,50,NA,97,50,1,0,0,1
1974,0,2,97,NA,97,70,1,0,0,2
1974,0,2,60,NA,60,60,1,0,1,1
1974,0,3,97,NA,97,85,1,0,1,3
1974,0,4,70,NA,85,85,1,0,0,3
1974,0,2,50,NA,97,97,1,1,1,2
1974,0,2,60,NA,60,60,1,0,1,1
1974,1,1,70,NA,85,85,1,1,1,3
1974,1,1,50,NA,70,60,1,1,1,3
1974,0,1,97,NA,97,70,6,0,0,NA
1974,0,2,50,NA,70,50,1,0,1,1
1974,0,2,60,NA,60,70,1,1,0,1
1974,1,3,50,NA,97,80,1,0,1,3
1974,0,3,60,NA,60,60,1,1,0,3
1974,1,2,60,NA,60,70,1,0,0,2
1974,1,2,70,NA,70,70,1,1,0,1
1974,0,4,40,NA,97,70,1,0,1,3
1974,1,2,97,NA,97,60,1,0,0,1
1974,0,3,97,NA,97,85,1,1,1,3
1974,1,2,85,NA,85,85,1,0,1,1
1974,0,3,0,NA,70,97,1,1,0,1
1974,0,2,97,NA,85,85,2,0,0,1
1974,0,2,50,NA,50,50,1,1,0,3
1974,1,4,70,NA,85,70,1,1,1,1
1974,1,2,50,NA,50,50,1,0,0,1
1974,0,3,85,NA,85,70,2,0,0,2
1974,1,2,NA,NA,NA,70,1,1,1,1
1974,1,2,85,NA,97,85,1,0,1,1
1974,0,2,85,NA,85,85,1,0,0,2
1974,1,2,60,NA,60,60,1,1,0,3
1974,0,4,50,NA,50,70,1,1,0,NA
1974,1,2,NA,NA,NA,10,1,0,1,2
1974,0,3,70,NA,97,97,1,1,0,3
1974,1,4,50,NA,50,50,1,0,0,2
1974,1,1,97,NA,60,60,2,1,0,1
1974,0,1,0,NA,97,85,1,0,0,1
1974,1,3,50,NA,50,70,1,1,1,3
1974,1,3,50,NA,70,30,1,1,0,1
1974,0,1,85,NA,97,85,1,0,1,1
1974,1,2,97,NA,97,0,5,0,0,2
1974,0,4,50,NA,50,70,1,0,1,1
1974,0,2,50,NA,50,70,1,0,0,1
1974,0,4,85,NA,85,70,1,1,0,1
1974,0,2,70,NA,85,85,1,1,1,3
1974,0,3,40,NA,60,60,1,1,0,3
1974,1,2,60,NA,70,70,1,1,1,3
1974,0,2,97,NA,97,97,1,1,0,NA
1974,0,3,97,NA,97,97,1,0,0,3
1974,0,2,97,NA,97,97,1,0,0,1
1974,0,2,70,NA,70,97,1,0,0,2
1974,0,2,80,NA,97,97,2,0,0,1
1974,0,3,50,NA,50,97,1,1,1,2
1974,0,1,NA,NA,NA,NA,1,0,1,NA
1974,1,4,50,NA,50,50,1,0,0,2
1974,0,2,97,NA,97,97,1,1,0,1
1974,1,3,70,NA,70,85,1,0,0,3
1974,0,2,50,NA,97,70,1,1,1,3
1974,0,2,60,NA,70,60,1,1,1,2
1974,1,0,40,NA,85,50,1,0,1,3
1974,1,2,85,NA,85,85,1,1,1,1
1974,0,2,85,NA,97,97,1,0,1,2
1974,0,2,NA,NA,NA,30,1,0,1,1
1974,0,3,NA,NA,NA,0,2,0,0,1
1974,0,2,60,NA,85,70,1,0,0,2
1974,1,1,50,NA,50,50,1,0,1,1
1974,1,3,50,NA,50,75,1,1,1,3
1974,0,2,97,NA,97,97,1,1,1,3
1974,1,3,97,NA,70,70,2,1,1,1
1974,0,4,97,NA,50,20,2,1,0,1
1974,0,4,50,NA,50,50,1,1,0,1
1974,1,3,50,NA,50,50,1,1,0,1
1974,1,4,60,NA,97,97,1,1,1,3
1974,1,2,60,NA,60,60,1,0,1,1
1974,0,4,70,NA,97,70,1,1,0,1
1974,1,4,85,NA,85,85,1,1,0,1
1974,1,4,15,NA,70,85,1,1,1,2
1974,0,1,45,NA,60,50,5,0,0,1
1974,0,2,50,NA,50,60,1,0,0,1
1974,1,2,85,NA,85,70,1,0,0,1
1974,1,4,60,NA,50,85,1,1,1,3
1974,0,1,70,NA,97,70,1,0,0,1
1974,1,3,50,NA,50,97,1,0,0,2
1974,0,2,97,NA,97,50,1,1,1,2
1974,0,2,40,NA,85,85,1,1,1,1
1974,0,2,70,NA,70,85,1,0,1,2
1974,0,4,50,NA,85,60,1,0,1,1
1974,1,4,50,NA,50,85,1,0,1,3
1974,0,2,50,NA,97,70,1,1,0,1
1974,0,2,97,NA,97,0,1,1,0,1
1974,0,3,50,NA,97,97,1,0,1,2
1974,1,2,97,NA,50,50,2,0,0,1
1974,1,1,NA,NA,90,90,1,0,1,3
1974,0,2,70,NA,70,75,1,0,1,2
1974,0,1,60,NA,40,40,1,0,0,3
1974,1,2,50,NA,50,50,1,1,0,1
1974,1,4,0,NA,0,70,1,1,1,1
1974,0,4,50,NA,NA,85,1,1,1,3
1974,0,2,0,NA,97,85,1,0,0,3
1974,1,3,40,NA,85,15,1,0,0,1
1974,0,4,50,NA,85,97,1,0,1,3
1974,0,2,50,NA,70,70,1,0,1,3
1974,0,3,60,NA,55,45,1,1,0,1
1974,1,2,50,NA,70,97,1,1,1,3
1974,1,2,50,NA,50,40,1,0,1,3
1974,0,3,70,NA,70,85,1,1,1,3
1974,0,3,85,NA,85,40,1,0,0,1
1974,1,2,15,NA,85,85,1,0,1,1
1974,1,2,60,NA,97,70,1,1,1,1
1974,1,2,85,NA,85,85,1,0,1,3
1974,1,4,70,NA,85,85,1,1,0,1
1974,1,2,50,NA,85,97,1,1,1,3
1974,1,2,60,NA,85,85,1,1,1,3
1974,1,3,70,NA,85,70,1,1,1,1
1974,1,2,97,NA,97,97,1,1,0,1
1974,1,1,97,NA,97,60,1,0,1,3
1974,0,2,97,NA,97,97,1,0,0,2
1974,0,2,97,NA,97,97,1,1,1,3
1974,1,4,85,NA,70,70,1,1,1,3
1974,0,2,70,NA,50,40,2,0,1,1
1974,0,2,50,NA,50,60,1,0,1,3
1974,0,3,97,NA,75,75,2,1,0,1
1974,0,1,NA,NA,97,NA,1,0,0,1
1974,1,2,50,NA,70,70,1,0,1,3
1974,0,3,85,NA,97,97,1,0,0,3
1974,1,1,60,NA,85,85,1,1,1,3
1974,1,2,70,NA,97,97,1,0,1,1
1974,1,4,45,NA,85,70,1,1,0,3
1974,1,4,80,NA,80,80,1,1,1,2
1974,0,3,97,NA,97,97,1,0,0,3
1974,1,2,70,NA,85,97,1,0,0,1
1974,0,2,85,NA,70,40,2,1,0,1
1974,0,4,50,NA,50,50,1,1,1,3
1974,1,2,85,NA,97,85,1,0,0,1
1974,0,3,85,NA,85,70,1,0,0,1
1974,0,2,70,NA,70,85,1,0,0,3
1974,1,4,60,NA,70,85,1,0,1,3
1974,1,3,85,NA,85,40,1,0,0,2
1974,1,1,50,NA,70,50,1,0,1,1
1974,1,4,50,NA,50,15,1,1,0,1
1974,0,2,70,NA,60,50,2,0,0,1
1974,1,4,85,NA,85,85,1,1,0,1
1974,0,3,70,NA,70,85,1,0,0,1
1974,0,1,50,NA,50,70,1,0,1,2
1974,0,3,60,NA,97,30,1,0,0,1
1974,1,2,40,NA,60,70,1,0,0,1
1974,1,2,70,NA,70,15,1,0,1,3
1974,0,2,70,NA,97,70,1,1,1,1
1974,1,2,70,NA,70,60,1,0,0,3
1974,1,3,40,NA,97,60,1,1,1,1
1974,0,1,97,NA,97,97,1,0,1,3
1974,1,3,70,NA,70,97,1,0,1,1
1974,1,2,60,NA,97,97,1,1,0,1
1974,1,1,NA,NA,NA,NA,1,0,0,1
1974,0,2,85,NA,97,30,1,0,0,3
1974,1,4,70,NA,85,70,1,1,1,1
1974,0,2,70,NA,85,70,1,0,1,1
1974,0,2,97,NA,97,60,2,0,0,2
1974,0,2,40,NA,70,85,1,0,0,3
1974,1,1,70,NA,97,97,1,1,1,1
1974,0,2,60,NA,97,85,1,0,1,2
1974,0,2,70,NA,85,70,1,1,1,1
1974,1,2,40,NA,97,60,1,0,1,1
1974,1,3,50,NA,50,45,1,0,1,1
1974,0,2,97,NA,50,97,2,0,1,1
1974,1,2,50,NA,97,97,5,0,1,1
1974,1,3,15,NA,85,60,1,1,1,1
1974,1,2,60,NA,70,85,1,0,1,1
1974,0,3,85,NA,70,75,2,1,1,1
1974,1,2,97,NA,97,97,1,0,0,2
1974,0,2,85,NA,85,70,1,0,0,2
1974,1,2,85,NA,85,85,1,1,0,1
1974,1,2,85,NA,85,85,1,0,1,1
1974,1,4,85,NA,85,85,9,1,1,2
1974,0,2,60,NA,97,97,1,0,1,3
1974,0,2,70,NA,85,70,1,0,1,1
1974,0,2,97,NA,97,85,1,1,1,1
1974,0,1,50,NA,85,85,1,0,0,2
1974,0,2,85,NA,97,70,1,0,1,1
1974,1,2,70,NA,85,40,1,0,0,2
1974,0,4,50,NA,60,50,1,1,1,1
1974,0,2,97,NA,85,60,2,0,0,1
1974,1,2,50,NA,70,70,1,1,0,1
1974,0,4,50,NA,60,50,1,0,0,1
1974,0,2,80,NA,70,60,2,0,0,1
1974,1,2,97,NA,35,50,2,0,1,2
1974,0,4,60,NA,85,70,1,1,0,3
1974,1,1,90,NA,90,90,1,1,1,1
1974,0,2,70,NA,70,70,1,0,0,1
1974,0,3,50,NA,50,15,1,0,1,2
1974,0,1,85,NA,85,97,2,0,0,1
1974,0,3,70,NA,97,85,1,0,1,2
1974,1,1,97,NA,85,85,2,1,1,1
1974,0,2,50,NA,50,85,1,1,1,3
1974,1,2,15,NA,97,30,1,1,1,1
1974,0,2,70,NA,60,85,1,1,1,1
1974,1,2,97,NA,97,85,1,0,1,3
1974,1,1,70,NA,85,60,1,1,0,1
1974,1,3,50,NA,65,65,1,0,1,3
1974,0,2,85,NA,85,85,1,0,0,3
1974,1,4,85,NA,85,70,1,1,0,3
1974,1,2,60,NA,70,85,1,0,1,3
1974,1,2,85,NA,85,85,1,1,0,3
1974,0,2,50,NA,60,70,1,0,1,3
1974,0,2,97,NA,97,97,1,1,1,1
1974,0,2,85,NA,97,97,1,1,1,1
1974,0,2,60,NA,60,97,1,1,1,1
1974,1,2,50,NA,50,50,1,0,1,3
1974,0,3,97,NA,97,97,1,1,0,1
1974,1,2,50,NA,70,50,1,1,0,2
1974,0,1,NA,NA,NA,97,2,0,0,NA
1974,0,2,60,NA,70,50,1,0,1,1
1974,0,2,40,NA,50,70,1,1,0,1
1974,0,2,60,NA,70,40,1,0,0,2
1974,0,4,70,NA,85,70,1,1,1,2
1974,1,4,80,NA,50,85,1,1,1,1
1974,1,2,50,NA,50,97,1,0,0,3
1974,1,2,70,NA,85,70,1,0,1,1
1974,0,2,70,NA,70,70,1,1,1,1
1974,0,4,50,NA,50,60,1,1,0,1
1974,1,2,97,NA,97,97,1,1,1,2
1974,1,1,70,NA,70,85,1,0,1,2
1974,1,2,50,NA,97,97,1,1,1,1
1974,0,1,50,NA,50,50,1,1,1,3
1974,0,2,97,NA,97,85,1,1,1,3
1974,1,2,97,NA,85,85,2,1,1,1
1974,1,3,70,NA,97,97,1,1,1,1
1974,1,4,50,NA,50,70,1,0,1,3
1974,1,2,40,NA,70,97,1,0,1,1
1974,0,2,70,NA,97,70,1,1,1,3
1974,1,2,70,NA,70,70,1,0,1,3
1974,0,1,50,NA,85,85,1,0,0,2
1974,1,2,50,NA,97,97,1,0,1,1
1974,0,3,60,NA,80,85,1,0,0,2
1974,0,2,75,NA,85,85,1,1,1,3
1974,0,4,70,NA,85,70,1,1,1,3
1974,1,1,60,NA,70,70,1,1,1,3
1974,0,2,70,NA,70,60,1,0,1,2
1974,0,4,70,NA,60,60,1,1,0,1
1974,0,3,85,NA,50,40,1,1,0,1
1974,1,3,60,NA,70,60,1,0,0,1
1974,0,2,85,NA,85,85,1,0,1,3
1974,1,4,97,NA,97,97,1,1,1,1
1974,0,2,50,NA,50,60,1,0,0,3
1974,0,2,60,NA,97,97,1,0,0,1
1974,1,2,40,NA,97,85,1,0,1,3
1974,0,2,97,NA,97,97,1,0,1,3
1974,0,2,70,NA,70,97,1,1,0,1
1974,0,2,30,NA,85,70,1,1,0,1
1974,1,1,60,NA,60,NA,2,0,0,1
1974,1,4,50,NA,50,70,1,1,1,3
1974,0,2,60,NA,75,97,1,1,1,1
1974,1,4,50,NA,50,60,1,1,1,3
1974,0,2,60,NA,85,85,1,1,1,3
1974,0,1,50,NA,85,60,1,1,1,1
1974,0,3,70,NA,85,85,1,0,0,3
1974,0,2,70,NA,85,70,1,1,1,1
1974,0,2,60,NA,97,85,1,0,1,1
1974,1,3,60,NA,97,50,1,0,1,3
1974,1,1,70,NA,85,85,1,0,0,1
1974,1,2,97,NA,97,97,1,0,0,2
